equipo,integrante,rol_principal,hito,issue_url,rama,commit_sha,pull_request_url,revision_realizada_url,artefacto,criterio_aceptacion,evidencia_resultado,horas_aproximadas,declaracion_ia,verificacion_docente
,,,,,,,,,,,,,,
